224.99	0	0
222.9889731	0.280966106	0
222.8587475	0.299251202	0
222.4685168	0.3538835	0
221.81895	0.444640012	0
220.9118308	0.570851771	0
219.7491663	0.731403832	0
218.3336323	0.925850216	0
216.6685736	1.152630002	0
214.7577811	1.410182266	0
212.6059375	1.697169074	0
210.2179486	2.011806515	0
207.5993891	2.352310677	0
204.7562797	2.71645167	0
201.6955331	3.102668572	0
198.4238389	3.508731492	0
194.9492247	3.932410541	0
191.2799411	4.371698818	0
187.4240158	4.824366433	0
183.3908142	5.287960508	0
179.189702	5.760697131	0
174.8304906	6.239900434	0
170.3234374	6.723563517	0
165.6790231	7.209010511	0
160.907951	7.694457506	0
156.0213707	8.177005644	0
151.0311004	8.654425035	0
145.9482898	9.124039812	0
140.7849801	9.583620086	0
135.5532128	10.03004401	0
130.2654753	10.46085871	0
124.933586	10.87338831	0
119.5704782	11.26451097	0
114.1886393	11.63155081	0
108.8003338	11.971609	0
103.4184949	12.28156367	0
98.05538712	12.55873896	0
92.72372077	12.80023602	0
87.43576026	13.00337898	0
82.20399298	13.16571495	0
77.04090629	13.28456807	0
71.95809564	13.35770846	0
66.96760242	13.3831292	0
62.08102207	13.35926938	0
57.30995	13.28479106	0
52.66553567	13.15813332	0
48.15848254	12.97907318	0
43.79927111	12.74694166	0
39.59815885	12.46196175	0
35.5649573	12.12435645	0
31.70925496	11.73479471	0
28.03974842	11.29461448	0
24.56513424	10.80537667	0
21.29366302	10.26841922	0
18.23269339	9.685972024	0
15.38958398	9.060264966	0
12.77102447	8.393527936	0
10.38303555	7.688436803	0
8.231191964	6.947444446	0
6.320399453	6.173003742	0
4.655340791	5.367567571	0
3.23980679	4.533365823	0
2.077142284	3.672851376	0
1.170023142	2.787585153	0
0.520456263	1.879574054	0
0.13022556	0.949933025	0
0	0	0
0.13022556	-0.949933025	0
0.520456263	-1.879574054	0
1.170023142	-2.787585153	0
2.077142284	-3.672851376	0
3.23980679	-4.533365823	0
4.655340791	-5.367567571	0
6.320399453	-6.173003742	0
8.231191964	-6.947444446	0
10.38303555	-7.688436803	0
12.77102447	-8.393527936	0
15.38958398	-9.060264966	0
18.23269339	-9.685972024	0
21.29366302	-10.26841922	0
24.56513424	-10.80537667	0
28.03974842	-11.29461448	0
31.70925496	-11.73479471	0
35.5649573	-12.12435645	0
39.59815885	-12.46196175	0
43.79927111	-12.74694166	0
48.15848254	-12.97907318	0
52.66553567	-13.15813332	0
57.30995	-13.28479106	0
62.08102207	-13.35926938	0
66.96760242	-13.3831292	0
71.95809564	-13.35770846	0
77.04090629	-13.28456807	0
82.20399298	-13.16571495	0
87.43576026	-13.00337898	0
92.72372077	-12.80023602	0
98.05538712	-12.55873896	0
103.4184949	-12.28156367	0
108.8003338	-11.971609	0
114.1886393	-11.63155081	0
119.5704782	-11.26451097	0
124.933586	-10.87338831	0
130.2654753	-10.46085871	0
135.5532128	-10.03004401	0
140.7849801	-9.583620086	0
145.9482898	-9.124039812	0
151.0311004	-8.654425035	0
156.0213707	-8.177005644	0
160.907951	-7.694457506	0
165.6790231	-7.209010511	0
170.3234374	-6.723563517	0
174.8304906	-6.239900434	0
179.189702	-5.760697131	0
183.3908142	-5.287960508	0
187.4240158	-4.824366433	0
191.2799411	-4.371698818	0
194.9492247	-3.932410541	0
198.4238389	-3.508731492	0
201.6955331	-3.102668572	0
204.7562797	-2.71645167	0
207.5993891	-2.352310677	0
210.2179486	-2.011806515	0
212.6059375	-1.697169074	0
214.7577811	-1.410182266	0
216.6685736	-1.152630002	0
218.3336323	-0.925850216	0
219.7491663	-0.731403832	0
220.9118308	-0.570851771	0
221.81895	-0.444640012	0
222.4685168	-0.3538835	0
222.8587475	-0.299251202	0
222.9889731	-0.280966106	0
224.99	0	0
